timestamp,elapsed_s,npu_pct,npu_mem_mb,ram_mb
13:10:04.300,0.000,0.00,0.0,22518.5
13:10:04.713,0.610,0.00,0.0,22514.4
13:10:05.245,1.111,0.00,0.0,22572.3
13:10:05.757,1.611,0.00,0.0,22589.1
13:10:06.248,2.111,0.00,0.0,22528.7
13:10:06.727,2.612,0.00,0.0,22514.0
13:10:07.290,3.112,0.00,0.0,22531.9
13:10:07.806,3.613,0.00,0.0,22541.3
13:10:08.264,4.116,0.00,0.0,22539.5
13:10:08.752,4.616,0.00,0.0,22484.0
13:10:09.215,5.117,0.00,0.0,22483.7
13:10:09.738,5.617,0.00,0.0,22523.7
13:10:10.256,6.117,0.00,0.0,22573.3
13:10:10.710,6.618,0.00,0.0,22560.7
13:10:11.204,7.118,0.00,0.0,22561.7
13:10:11.717,7.618,0.00,0.0,22499.3
13:10:12.223,8.119,0.00,0.0,22488.3
13:10:12.758,8.619,0.00,0.0,22598.4
13:10:13.213,9.120,0.00,0.0,22560.3
13:10:13.728,9.620,0.00,0.0,22549.1
13:10:14.248,10.120,0.00,0.0,22526.6
13:10:14.808,10.621,0.00,0.0,22539.7
13:10:15.298,11.121,0.00,0.0,22577.6
13:10:15.803,11.621,0.00,0.0,22607.5
13:10:16.253,12.122,0.00,0.0,22606.3
13:10:16.740,12.622,0.00,0.0,22547.3
13:10:17.224,13.122,0.00,0.0,22546.5
13:10:17.720,13.623,0.00,0.0,22537.6
13:10:18.259,14.123,0.00,0.0,22597.5
13:10:18.845,14.624,0.00,0.0,22601.6
13:10:19.287,15.155,0.00,0.0,22588.7
13:10:19.780,15.656,0.00,0.0,22531.4
13:10:20.268,16.156,0.00,0.0,22533.1
13:10:20.799,16.657,0.00,0.0,22588.1
13:10:21.277,17.157,0.00,0.0,22594.8
13:10:21.748,17.657,0.00,0.0,22593.9
13:10:22.276,18.157,0.00,0.0,22536.9
13:10:22.771,18.658,0.00,0.0,22539.1
13:10:23.328,19.158,0.00,0.0,22571.3
13:10:23.817,19.659,0.00,0.0,22585.1
13:10:24.277,20.159,0.00,0.0,22584.5
13:10:24.784,20.660,0.00,0.0,22529.1
13:10:25.273,21.160,0.00,0.0,22530.1
13:10:25.763,21.660,0.00,0.0,22531.7
13:10:26.303,22.161,0.00,0.0,22589.3
13:10:26.779,22.661,0.00,0.0,22590.2
13:10:27.315,23.161,0.00,0.0,22594.1
13:10:27.809,23.662,0.00,0.0,22529.9
13:10:28.281,24.162,0.00,0.0,22532.7
13:10:28.811,24.663,0.00,0.0,22584.7
13:10:29.327,25.163,0.00,0.0,22594.1
13:10:29.772,25.664,0.00,0.0,22595.7
13:10:30.265,26.164,0.00,0.0,22533.4
13:10:30.785,26.664,0.00,0.0,22533.5
13:10:31.295,27.165,0.00,0.0,22568.6
13:10:31.888,27.665,0.00,0.0,22585.7
13:10:32.327,28.199,0.00,0.0,22583.0
13:10:32.819,28.699,0.00,0.0,22564.4
13:10:33.317,29.200,0.00,0.0,22508.5
13:10:33.825,29.700,0.00,0.0,22510.0
13:10:34.347,30.201,0.00,0.0,22555.1
13:10:34.825,30.701,0.00,0.0,22567.7
13:10:35.306,31.202,0.00,0.0,22568.4
13:10:35.926,31.702,0.00,0.0,22503.6
13:10:36.381,32.236,0.00,0.0,22502.5
13:10:36.843,32.737,0.00,0.0,22546.8
13:10:37.386,33.237,0.00,0.0,22566.8
13:10:37.846,33.737,0.00,0.0,22568.9
13:10:38.352,34.237,0.00,0.0,22506.6
13:10:38.842,34.738,0.00,0.0,22505.7
13:10:39.332,35.238,0.00,0.0,22506.6
13:10:39.955,35.739,0.00,0.0,22563.2
13:10:40.434,36.265,0.00,0.0,22560.8
13:10:40.898,36.766,0.00,0.0,22576.1
13:10:41.435,37.266,0.00,0.0,22544.7
13:10:41.956,37.766,0.00,0.0,22548.1
13:10:42.465,38.266,0.00,0.0,22594.3
13:10:42.973,38.776,0.00,0.0,22608.7
13:10:43.437,39.284,0.00,0.0,22611.6
13:10:43.966,39.784,0.00,0.0,22643.4
13:10:44.496,40.284,0.00,0.0,22626.0
13:10:44.984,40.806,0.00,0.0,22625.5
13:10:45.494,41.307,0.00,0.0,22675.4
13:10:45.946,41.807,0.00,0.0,22673.6
13:10:46.456,42.307,0.00,0.0,22676.8
13:10:46.969,42.808,0.00,0.0,22619.8
13:10:47.454,43.308,0.00,0.0,22621.4
13:10:47.939,43.809,0.00,0.0,22664.7
13:10:48.451,44.309,0.00,0.0,22661.0
13:10:48.921,44.809,0.00,0.0,22655.5
13:10:49.420,45.310,0.00,0.0,22541.1
13:10:49.912,45.810,0.00,0.0,22524.6
13:10:50.419,46.310,0.00,0.0,22540.8
13:10:50.985,46.810,0.00,0.0,22585.8
13:10:51.420,47.311,0.00,0.0,22588.1
13:10:51.921,47.811,0.00,0.0,22571.2
13:10:52.412,48.312,0.00,0.0,22513.4
13:10:52.907,48.813,0.00,0.0,22514.6
13:10:53.442,49.313,0.00,0.0,22565.9
13:10:53.933,49.813,0.00,0.0,22574.5
13:10:54.406,50.314,0.00,0.0,22568.6
13:10:54.923,50.814,0.00,0.0,22512.0
13:10:55.444,51.315,0.00,0.0,22511.8
13:10:55.934,51.815,0.00,0.0,22554.4
13:10:56.457,52.315,0.00,0.0,22563.2
13:10:56.927,52.816,0.00,0.0,22563.8
13:10:57.428,53.316,0.00,0.0,22509.2
13:10:57.933,53.816,0.00,0.0,22506.3
13:10:58.435,54.317,0.00,0.0,22510.9
13:10:58.970,54.817,0.00,0.0,22566.8
13:10:59.511,55.323,0.00,0.0,22573.0
13:10:59.970,55.823,0.00,0.0,22570.2
13:11:00.466,56.324,0.00,0.0,22511.9
13:11:00.944,56.824,0.00,0.0,22508.1
13:11:01.451,57.325,0.00,0.0,22557.1
13:11:01.956,57.825,0.00,0.0,22565.9
13:11:02.431,58.325,0.00,0.0,22561.3
13:11:02.918,58.826,0.00,0.0,22502.7
13:11:03.489,59.326,0.00,0.0,22504.7
13:11:03.956,59.826,0.00,0.0,22542.9
13:11:04.494,60.327,0.00,0.0,22559.3
13:11:04.957,60.827,0.00,0.0,22564.1
13:11:05.430,61.328,0.00,0.0,22564.6
13:11:05.940,61.828,0.00,0.0,22504.2
13:11:06.437,62.328,0.00,0.0,22503.5
13:11:06.992,62.828,0.00,0.0,22574.7
13:11:07.466,63.329,0.00,0.0,22568.5
13:11:07.986,63.829,0.00,0.0,22599.3
13:11:08.485,64.329,0.00,0.0,22556.3
13:11:08.975,64.829,0.00,0.0,22550.3
13:11:09.475,65.330,0.00,0.0,22594.8
13:11:09.973,65.830,0.00,0.0,22606.3
13:11:10.427,66.330,0.00,0.0,22603.4
13:11:10.982,66.831,0.00,0.0,22571.2
13:11:11.525,67.331,0.00,0.0,22560.7
13:11:12.005,67.836,0.00,0.0,22587.1
13:11:12.535,68.336,0.00,0.0,22652.5
13:11:13.030,68.845,0.00,0.0,22605.5
13:11:13.497,69.346,0.00,0.0,22624.8
13:11:14.015,69.846,0.00,0.0,22581.8
13:11:14.522,70.347,0.00,0.0,22491.6
13:11:14.979,70.847,0.00,0.0,22537.8
13:11:15.474,71.347,0.00,0.0,22543.0
13:11:15.935,71.848,0.00,0.0,22546.2
13:11:16.464,72.348,0.00,0.0,22521.1
13:11:16.965,72.848,0.00,0.0,22547.3
13:11:17.512,73.349,0.00,0.0,22625.7
13:11:18.024,73.849,0.00,0.0,22628.8
13:11:18.497,74.349,0.00,0.0,22623.4
13:11:18.944,74.850,0.00,0.0,22622.6
13:11:19.451,75.351,0.00,0.0,22561.7
13:11:19.952,75.851,0.00,0.0,22559.7
13:11:20.483,76.352,0.00,0.0,22631.1
13:11:21.074,76.852,0.00,0.0,22607.1
13:11:21.525,77.384,0.00,0.0,22619.7
13:11:21.999,77.884,0.00,0.0,22562.0
13:11:22.471,78.384,0.00,0.0,22550.1
13:11:23.009,78.885,0.00,0.0,22613.1
13:11:23.558,79.385,0.00,0.0,22657.3
13:11:24.070,79.885,0.00,0.0,22621.5
13:11:24.536,80.385,0.00,0.0,22641.3
13:11:25.035,80.886,0.00,0.0,22582.4
13:11:25.529,81.386,0.00,0.0,22581.1
13:11:26.070,81.887,0.00,0.0,22695.9
13:11:26.549,82.387,0.00,0.0,22595.9
13:11:27.036,82.887,0.00,0.0,22596.7
13:11:27.625,83.387,0.00,0.0,22533.0
13:11:28.079,83.936,0.00,0.0,22532.0
13:11:28.571,84.436,0.00,0.0,22580.3
13:11:29.134,84.937,0.00,0.0,22595.8
13:11:29.586,85.445,0.00,0.0,22593.1
13:11:30.091,85.945,0.00,0.0,22544.5
13:11:30.568,86.445,0.00,0.0,22530.4
13:11:31.046,86.946,0.00,0.0,22535.6
13:11:31.595,87.447,0.00,0.0,22592.2
13:11:32.157,87.947,0.00,0.0,22600.0
13:11:32.625,88.468,0.00,0.0,22590.0
13:11:33.097,88.968,0.00,0.0,22529.4
13:11:33.595,89.469,0.00,0.0,22531.0
13:11:34.065,89.969,0.00,0.0,22589.2
13:11:34.656,90.470,0.00,0.0,20974.4
13:11:35.061,90.970,0.00,0.0,17084.6
13:11:35.587,91.470,0.00,0.0,11806.8
13:11:36.080,91.971,0.00,0.0,11817.4
13:11:36.625,92.471,0.00,0.0,15016.4
